Date,AKBNK.IS,ARCLK.IS,BIMAS.IS,EREGL.IS,GARAN.IS,KCHOL.IS,SAHOL.IS,SISE.IS,THYAO.IS,TUPRS.IS
2023-01-03,-0.02222311538652833,0.018676296902453232,0.005012667027724649,-0.01270302762886171,-0.026474092740917134,-0.013702909275253245,-0.013187029477479871,0.0317346583950848,0.0040787947093007685,-0.019447495380709504
2023-01-04,0.003568632895021107,0.04199877875375306,-0.024585516043488957,0.015970188664234837,0.006018043511782532,-0.002402316511910364,-0.0075505183175181385,-0.02503980914796054,-0.019870458342422195,-0.023144563614587534
2023-01-05,-0.0299608751316765,-0.03864022390943812,-0.03805009833188128,-0.02787787781899988,-0.03666396004902648,-0.02619710868746697,-0.0340091878299127,-0.032093002633857316,-0.0188619028309011,-0.025492917420982877
2023-01-06,-0.019592885154623124,-0.03757914158798437,-0.016098433725068223,-0.002398685487409317,-0.024502472085871398,-0.01995080408545501,-0.004623192525442898,0.0009182033832076992,0.004924522047186093,0.01726398837998508
2023-01-09,-0.04876346733366032,-0.07029926473215321,0.010761074483617909,-0.04469198192469782,-0.05461855176292407,-0.04376497035762909,-0.03922070919099318,-0.039789945929328656,-0.029194130369477485,-0.014865111845840438
2023-01-10,-0.04478348871610524,-0.04879018590985767,-0.0061349358448067985,-0.050474133101353874,-0.035813300035424066,-0.05060109706404855,-0.03232410805259328,-0.025146405826308702,-0.05342507721120585,-0.05226050285130982
2023-01-11,-0.0561573055044278,-0.07584395436113715,-0.04403234070430763,-0.02731093623856236,-0.07655779764583595,-0.035932054307779265,-0.045832735677600565,-0.06630299795243785,-0.04601202886021321,-0.0048508473198103225
2023-01-12,0.03359094673681302,0.06202343020777285,0.012779682762250022,0.07173973931987014,0.026447798517531762,0.04557394573778719,0.032806567742812605,0.04502032621812908,0.08047236992953716,0.08332237230125517
2023-01-13,-0.006024182767312397,-0.045242768900884966,-0.023284847173534757,0.019515284836090243,-0.014790759193901774,-0.002745269622869595,-0.003030289318370361,-0.005015073838506768,-0.00813310959213488,-0.00761501606853516
2023-01-16,0.042584912863049315,0.08423402820001141,0.04059451356844662,0.01622045700128239,0.0421457399097768,0.03378697744267162,0.03918170379793457,0.04473586991641343,0.0695370874713969,0.05732186262777256
2023-01-17,0.01437212952937316,0.09478863286642635,0.026935170071731948,-0.002929628305590276,0.007905073090915381,0.024287415668430824,0.01688008806892293,0.05061997006610018,0.020562727758234475,0.05280969067875225
2023-01-18,-0.009174338226632666,-0.006105577342972201,0.020293668500346123,-0.007854723531273946,0.0015735958644223422,0.005174578170164844,-0.00479384798073942,-0.008721490971072447,0.011467364189159102,0.028385533250367474
2023-01-19,0.01316179902333219,0.04616204942141427,0.006674299090920916,-0.0054361051644182135,0.007830875562016993,0.024850002960757244,0.02889147501616369,0.022339545131696052,0.036223916822081065,-0.0032476543196367875
